Athlete ID ,Day of Week (1 is Sunday),Date,FATIGUE,SLEEP QUALITY,GEN. SORNESS,STRESS,MOOD,HOURS SLEPT,,,,,,,,,
4,7,8/30/2014,4,4,3,3,4,8,,,,,,,,,
4,1,8/31/2014,2,4,2,4,4,7,,,,,,,,,
4,2,9/1/2014,4,5,3,4,4,9.5,,,,,,,,,
4,3,9/2/2014,3,3,3,4,4,8,,,,,,,,,
4,4,9/3/2014,4,4,4,3,4,10,,,,,,,,,
4,5,9/4/2014,4,4,3,4,4,8,,,,,,,,,
4,6,9/5/2014,4,2,4,3,4,8,,,,,,,,,
4,7,9/6/2014,3,3,3,3,4,7,,,,,,,,,
4,1,9/7/2014,2,3,2,4,4,8,,,,,,,,,
4,2,9/8/2014,4,4,3,4,4,9,,,,,,,,,
4,3,9/9/2014,4,3,4,4,4,7,,,,,,,,,
4,4,9/10/2014,3,4,3,4,4,9,,,,,,,,,
4,5,9/11/2014,4,4,3,4,4,10,,,,,,,,,
4,6,9/12/2014,3,4,3,4,4,10,,,,,,,,,
4,7,9/13/2014,4,3,2,3,5,7,,,,,,,,,
4,1,9/14/2014,4,4,3,4,4,7,,,,,,,,,
4,2,9/15/2014,3,4,4,4,3,8,,,,,,,,,
4,3,9/16/2014,3,4,4,4,4,7,,,,,,,,,
4,4,9/17/2014,4,4,3,4,4,8,,,,,,,,,
4,5,9/18/2014,4,5,3,4,4,11,,,,,,,,,
4,6,9/19/2014,4,4,4,4,4,8,,,,,,,,,
4,7,9/20/2014,2,4,2,4,5,9,,,,,,,,,
4,1,9/21/2014,3,4,3,4,4,8,,,,,,,,,
4,2,9/22/2014,4,3,3,4,4,8,,,,,,,,,
4,3,9/23/2014,3,4,3,4,4,8,,,,,,,,,
4,4,9/24/2014,3,4,4,4,4,8,,,,,,,,,
4,5,9/25/2014,3,4,2,4,4,8,,,,,,,,,
4,6,9/26/2014,3,4,3,4,4,9,,,,,,,,,
4,7,9/27/2014,2,3,2,4,4,6,,,,,,,,,
4,1,9/28/2014,3,5,3,4,4,11,,,,,,,,,
4,2,9/29/2014,4,4,3,4,4,5,,,,,,,,,
4,3,9/30/2014,3,4,4,4,4,8,,,,,,,,,
4,4,10/1/2014,4,4,3,4,4,9,,,,,,,,,
4,5,10/2/2014,3,4,3,4,4,8,,,,,,,,,
4,6,10/3/2014,3,3,3,4,4,8,,,,,,,,,
4,7,10/4/2014,2,3,2,3,3,9,,,,,,,,,
4,1,10/5/2014,3,4,3,4,4,9,,,,,,,,,
4,2,10/6/2014,3,2,3,4,3,9,,,,,,,,,
4,3,10/7/2014,4,4,4,4,4,7,,,,,,,,,
4,4,10/8/2014,3,4,2,3,4,9,,,,,,,,,
4,5,10/9/2014,3,4,4,4,3,9,,,,,,,,,
4,6,10/10/2014,3,4,4,3,4,8,,,,,,,,,
4,7,10/11/2014,3,4,2,4,4,8,,,,,,,,,
4,1,10/12/2014,3,4,2,4,4,8,,,,,,,,,
4,2,10/13/2014,2,2,2,4,4,8,,,,,,,,,
4,3,10/14/2014,3,4,3,4,4,7,,,,,,,,,
4,4,10/15/2014,3,4,3,3,3,8.5,,,,,,,,,
4,5,10/16/2014,3,3,3,4,4,7.5,,,,,,,,,
4,6,10/17/2014,3,4,3,4,4,7,,,,,,,,,
4,7,10/18/2014,2,3,3,3,1,8,,,,,,,,,
4,1,10/19/2014,4,3,4,3,3,8,,,,,,,,,
4,2,10/20/2014,2,3,2,2,1,7,,,,,,,,,
4,3,10/21/2014,2,3,2,2,1,7,,,,,,,,,
4,4,10/22/2014,3,3,4,3,3,7,,,,,,,,,
4,5,10/23/2014,3,4,3,3,3,7,,,,,,,,,
4,7,10/25/2014,2,4,2,2,4,7,,,,,,,,,
4,1,10/26/2014,3,4,3,3,4,7,,,,,,,,,
4,2,10/27/2014,3,4,3,4,5,9,,,,,,,,,
4,3,10/28/2014,4,4,3,4,5,8,,,,,,,,,
4,4,10/29/2014,2,2,4,3,4,7,,,,,,,,,
4,5,10/30/2014,2,2,2,3,3,7.5,,,,,,,,,
4,6,10/31/2014,4,4,3,4,5,8.5,,,,,,,,,
4,7,11/1/2014,2,3,2,4,4,6,,,,,,,,,
4,1,11/2/2014,3,5,4,4,5,9,,,,,,,,,
4,2,11/3/2014,4,4,3,4,4,9.5,,,,,,,,,
4,3,11/4/2014,3,2,3,4,4,6,,,,,,,,,
4,4,11/5/2014,3,2,3,4,4,9,,,,,,,,,
4,5,11/6/2014,3,3,3,4,4,8,,,,,,,,,
4,6,11/7/2014,4,5,3,4,4,9.5,,,,,,,,,
4,1,11/9/2014,4,4,3,4,4,10,,,,,,,,,
4,2,11/10/2014,4,4,2,4,4,8,,,,,,,,,
4,3,11/11/2014,4,4,4,4,4,8.5,,,,,,,,,
4,4,11/12/2014,3,4,4,3,4,7,,,,,,,,,
3,1,8/24/2014,3,5,4,4,5,9.5,,,,,,,,,
3,2,8/25/2014,3,3,4,4,4,8,,,,,,,,,
3,3,8/26/2014,3,3,4,4,4,8,,,,,,,,,
3,4,8/27/2014,3,1,3,2,3,6,,,,,,,,,
3,5,8/28/2014,3,4,3,3,3,10.5,,,,,,,,,
3,6,8/29/2014,3,3,4,2,3,8,,,,,,,,,
3,7,8/30/2014,4,4,4,3,4,8,,,,,,,,,
3,1,8/31/2014,3,4,4,3,2,7,,,,,,,,,
3,2,9/1/2014,4,4,4,3,4,9.5,,,,,,,,,
3,3,9/2/2014,3,4,4,3,4,9,,,,,,,,,
3,4,9/3/2014,3,4,3,4,4,9,,,,,,,,,
3,5,9/4/2014,3,3,4,4,4,9,,,,,,,,,
3,6,9/5/2014,3,3,4,3,4,8,,,,,,,,,
3,7,9/6/2014,2,3,4,3,4,7,,,,,,,,,
3,1,9/7/2014,2,4,4,4,3,8,,,,,,,,,
3,2,9/8/2014,3,4,4,4,4,9,,,,,,,,,
3,3,9/9/2014,3,3,2,4,4,8,,,,,,,,,
3,4,9/10/2014,3,2,3,3,4,8,,,,,,,,,
3,5,9/11/2014,3,4,3,2,4,9,,,,,,,,,
3,6,9/12/2014,3,4,4,3,4,9,,,,,,,,,
3,7,9/13/2014,3,4,3,4,4,9,,,,,,,,,
3,1,9/14/2014,4,4,4,4,4,10,,,,,,,,,
3,2,9/15/2014,2,3,3,3,4,9.5,,,,,,,,,
3,3,9/16/2014,2,3,4,4,3,9,,,,,,,,,
3,4,9/17/2014,3,3,4,4,3,9,,,,,,,,,
3,5,9/18/2014,4,4,4,3,4,9,,,,,,,,,
3,6,9/19/2014,4,4,4,3,3,9,,,,,,,,,
3,7,9/20/2014,3,4,4,4,3,8,,,,,,,,,
3,1,9/21/2014,4,4,4,4,4,8,,,,,,,,,
3,2,9/22/2014,2,3,4,3,4,8,,,,,,,,,
3,3,9/23/2014,3,3,4,3,4,9,,,,,,,,,
3,4,9/24/2014,3,3,4,3,4,8,,,,,,,,,
3,5,9/25/2014,2,4,4,2,3,7,,,,,,,,,
3,6,9/26/2014,3,4,4,2,4,9,,,,,,,,,
3,7,9/27/2014,2,4,4,3,4,8,,,,,,,,,
3,1,9/28/2014,3,4,4,3,4,10,,,,,,,,,
3,2,9/29/2014,2,3,4,2,3,6,,,,,,,,,
3,3,9/30/2014,3,3,4,2,4,9,,,,,,,,,
3,4,10/1/2014,2,3,4,2,4,8,,,,,,,,,
3,5,10/2/2014,2,3,4,2,4,8,,,,,,,,,
3,6,10/3/2014,3,4,4,3,4,9,,,,,,,,,
3,7,10/4/2014,2,4,4,3,3,8,,,,,,,,,
3,1,10/5/2014,4,4,3,4,4,8,,,,,,,,,
3,2,10/6/2014,2,3,4,3,2,7,,,,,,,,,
3,3,10/7/2014,2,4,2,2,4,7,,,,,,,,,
3,4,10/8/2014,2,4,3,2,4,7,,,,,,,,,
3,5,10/9/2014,1,4,3,2,3,7,,,,,,,,,
3,6,10/10/2014,2,3,4,2,4,7.5,,,,,,,,,
3,7,10/11/2014,2,4,4,2,3,8,,,,,,,,,
3,1,10/12/2014,2,4,4,2,3,8,,,,,,,,,
3,2,10/13/2014,2,3,4,2,3,7,,,,,,,,,
3,3,10/14/2014,1,4,4,2,4,7,,,,,,,,,
3,4,10/15/2014,1,3,3,2,4,8,,,,,,,,,
3,5,10/16/2014,1,4,3,1,4,6,,,,,,,,,
3,6,10/17/2014,2,4,3,3,4,8,,,,,,,,,
3,7,10/18/2014,2,4,3,3,4,9,,,,,,,,,
3,1,10/19/2014,3,4,3,3,4,10.5,,,,,,,,,
3,2,10/20/2014,2,3,4,2,3,4,,,,,,,,,
3,3,10/21/2014,3,3,4,2,4,9.5,,,,,,,,,
3,4,10/22/2014,2,3,4,2,3,7,,,,,,,,,
3,5,10/23/2014,2,3,4,3,4,7,,,,,,,,,
3,6,10/24/2014,2,4,4,3,4,9,,,,,,,,,
3,7,10/25/2014,3,4,4,3,3,9,,,,,,,,,
3,1,10/26/2014,3,4,4,2,4,8.5,,,,,,,,,
3,2,10/27/2014,2,3,4,3,4,8,,,,,,,,,
3,3,10/28/2014,3,4,4,2,4,7.5,,,,,,,,,
3,4,10/29/2014,2,4,4,2,4,8,,,,,,,,,
3,5,10/30/2014,3,4,4,2,4,8,,,,,,,,,
3,6,10/31/2014,2,2,4,2,3,8.5,,,,,,,,,
3,7,11/1/2014,2,2,4,2,3,9,,,,,,,,,
3,1,11/2/2014,2,3,4,2,4,9,,,,,,,,,
3,2,11/3/2014,2,4,4,2,3,8,,,,,,,,,
3,3,11/4/2014,2,3,4,2,4,7,,,,,,,,,
3,4,11/5/2014,3,3,4,2,4,8,,,,,,,,,
3,5,11/6/2014,3,4,4,3,4,9.5,,,,,,,,,
3,6,11/7/2014,3,3,4,3,4,8,,,,,,,,,
3,7,11/8/2014,3,4,4,3,4,9,,,,,,,,,
3,1,11/9/2014,3,4,4,2,4,10,,,,,,,,,
3,2,11/10/2014,2,3,4,2,3,7,,,,,,,,,
3,3,11/11/2014,4,4,4,2,4,10,,,,,,,,,
3,4,11/12/2014,3,3,4,1,3,6.5,,,,,,,,,
3,5,11/13/2014,3,3,4,1,2,5.5,,,,,,,,,
2,1,8/24/2014,4,5,4,5,4,8,,,,,,,,,
2,2,8/25/2014,3,4,4,4,4,7,,,,,,,,,
2,3,8/26/2014,4,4,3,3,4,9,,,,,,,,,
2,4,8/27/2014,3,4,3,3,4,8,,,,,,,,,
2,5,8/28/2014,4,4,3,3,4,8,,,,,,,,,
2,6,8/29/2014,4,4,4,3,4,9,,,,,,,,,
2,7,8/30/2014,3,4,4,3,4,8,,,,,,,,,
2,1,8/31/2014,2,4,4,3,4,5,,,,,,,,,
2,2,9/1/2014,3,4,4,3,4,9,,,,,,,,,
2,3,9/2/2014,3,4,3,3,4,8,,,,,,,,,
2,4,9/3/2014,4,4,4,3,4,9,,,,,,,,,
2,5,9/4/2014,3,4,3,2,4,9,,,,,,,,,
2,6,9/5/2014,3,4,3,2,4,9,,,,,,,,,
2,7,9/6/2014,2,4,3,2,3,7,,,,,,,,,
2,1,9/7/2014,3,4,2,3,4,9,,,,,,,,,
2,2,9/8/2014,3,4,4,4,4,10.5,,,,,,,,,
2,3,9/9/2014,3,4,3,4,4,8,,,,,,,,,
2,4,9/10/2014,4,4,2,3,4,8,,,,,,,,,
2,5,9/11/2014,3,4,3,2,4,8,,,,,,,,,
2,6,9/12/2014,3,4,3,2,3,9.5,,,,,,,,,
2,7,9/13/2014,3,3,3,1,2,9,,,,,,,,,
2,1,9/14/2014,3,4,3,2,3,6,,,,,,,,,
2,2,9/15/2014,3,3,4,2,3,8,,,,,,,,,
2,3,9/16/2014,2,4,2,3,4,8,,,,,,,,,
2,4,9/17/2014,2,4,2,3,4,9,,,,,,,,,
2,5,9/18/2014,4,4,3,3,4,12,,,,,,,,,
2,6,9/19/2014,3,4,2,3,4,9,,,,,,,,,
2,7,9/20/2014,2,3,3,3,4,8,,,,,,,,,
2,1,9/21/2014,3,3,3,4,4,8,,,,,,,,,
2,2,9/22/2014,2,3,3,2,4,8,,,,,,,,,
2,3,9/23/2014,3,4,3,2,4,8,,,,,,,,,
2,4,9/24/2014,3,4,3,2,3,8,,,,,,,,,
2,5,9/25/2014,3,4,3,2,4,8,,,,,,,,,
2,6,9/26/2014,3,4,3,2,4,9,,,,,,,,,
2,7,9/27/2014,2,4,2,3,4,7,,,,,,,,,
2,1,9/28/2014,2,4,2,3,4,7,,,,,,,,,
2,2,9/29/2014,2,4,2,2,4,7,,,,,,,,,
2,3,9/30/2014,3,4,2,2,4,9,,,,,,,,,
2,4,10/1/2014,2,3,2,2,3,7,,,,,,,,,
2,5,10/2/2014,2,4,3,2,4,9,,,,,,,,,
2,6,10/3/2014,3,4,3,2,4,9,,,,,,,,,
2,7,10/4/2014,3,4,3,3,4,9,,,,,,,,,
2,1,10/5/2014,2,2,3,2,3,6,,,,,,,,,
2,2,10/6/2014,2,3,3,2,4,6,,,,,,,,,
2,3,10/7/2014,2,4,2,2,4,7,,,,,,,,,
2,4,10/8/2014,2,2,2,2,3,7,,,,,,,,,
2,5,10/9/2014,3,4,2,2,3,10,,,,,,,,,
2,6,10/10/2014,3,4,3,2,3,9,,,,,,,,,
2,7,10/11/2014,3,4,3,2,4,8.5,,,,,,,,,
2,1,10/12/2014,3,4,3,2,3,8,,,,,,,,,
2,2,10/13/2014,3,3,3,2,4,8,,,,,,,,,
2,3,10/14/2014,3,4,3,3,4,7,,,,,,,,,
2,4,10/15/2014,2,4,2,2,4,7,,,,,,,,,
2,6,10/17/2014,3,4,2,2,3,8,,,,,,,,,
2,7,10/18/2014,3,4,3,2,3,9,,,,,,,,,
2,1,10/19/2014,3,4,3,2,4,8,,,,,,,,,
2,2,10/20/2014,4,4,3,3,4,7,,,,,,,,,
2,3,10/21/2014,3,4,3,2,4,7,,,,,,,,,
2,4,10/22/2014,3,2,3,3,3,6,,,,,,,,,
2,5,10/23/2014,3,4,3,3,4,10,,,,,,,,,
2,6,10/24/2014,3,4,3,3,4,8,,,,,,,,,
2,1,10/26/2014,2,3,3,1,3,7,,,,,,,,,
2,2,10/27/2014,3,4,3,3,4,7,,,,,,,,,
2,3,10/28/2014,3,4,3,2,4,8,,,,,,,,,
2,4,10/29/2014,3,4,3,3,4,9,,,,,,,,,
2,5,10/30/2014,3,4,3,3,4,7,,,,,,,,,
2,6,10/31/2014,2,4,3,3,4,9,,,,,,,,,
2,7,11/1/2014,3,4,3,2,4,8,,,,,,,,,
2,1,11/2/2014,3,4,3,3,4,8,,,,,,,,,
2,2,11/3/2014,3,4,3,2,4,8,,,,,,,,,
2,3,11/4/2014,2,3,3,2,4,7,,,,,,,,,
2,4,11/5/2014,2,4,2,3,3,9,,,,,,,,,
2,5,11/6/2014,3,3,3,3,5,9,,,,,,,,,
2,6,11/7/2014,3,4,3,3,3,8,,,,,,,,,
2,7,11/8/2014,2,4,3,2,4,9,,,,,,,,,
2,1,11/9/2014,3,3,3,1,3,7,,,,,,,,,
2,2,11/10/2014,3,3,4,2,3,7,,,,,,,,,
2,4,11/12/2014,3,3,3,2,3,7.5,,,,,,,,,
2,5,11/13/2014,2,4,3,2,3,8.5,,,,,,,,,
1,1,8/24/2014,3,4,3,4,5,8,,,,,,,,,
1,2,8/25/2014,3,4,3,5,4,7,,,,,,,,,
1,3,8/26/2014,3,5,2,4,4,9,,,,,,,,,
1,4,8/27/2014,4,4,2,3,5,9,,,,,,,,,
1,5,8/28/2014,4,4,3,3,5,8,,,,,,,,,
1,6,8/29/2014,4,5,5,2,4,8,,,,,,,,,
1,7,8/30/2014,3,3,3,5,4,7,,,,,,,,,
1,1,8/31/2014,4,4,3,5,4,7,,,,,,,,,
1,2,9/1/2014,3,4,3,3,5,9,,,,,,,,,
1,3,9/2/2014,2,4,3,3,5,8,,,,,,,,,
1,4,9/3/2014,4,4,1,2,4,8,,,,,,,,,
1,5,9/4/2014,4,5,2,4,4,9,,,,,,,,,
1,6,9/5/2014,5,5,2,4,5,9,,,,,,,,,
1,7,9/6/2014,4,5,3,3,5,7,,,,,,,,,
1,1,9/7/2014,4,5,2,4,5,9,,,,,,,,,
1,2,9/8/2014,3,4,2,3,4,9,,,,,,,,,
1,3,9/9/2014,3,4,2,2,4,8,,,,,,,,,
1,4,9/10/2014,3,4,3,4,4,8,,,,,,,,,
1,6,9/12/2014,5,5,3,2,5,9,,,,,,,,,
1,7,9/13/2014,4,4,3,3,5,8,,,,,,,,,
1,1,9/14/2014,3,4,3,3,5,6,,,,,,,,,
1,3,9/16/2014,4,4,3,3,4,8,,,,,,,,,
1,5,9/18/2014,4,5,4,3,5,9,,,,,,,,,
1,6,9/19/2014,5,4,3,1,4,7,,,,,,,,,
1,7,9/20/2014,5,4,3,3,5,9,,,,,,,,,
1,1,9/21/2014,4,5,4,4,5,7,,,,,,,,,
1,2,9/22/2014,4,4,3,2,3,8,,,,,,,,,
1,3,9/23/2014,5,3,3,1,5,8,,,,,,,,,
1,4,9/24/2014,5,4,3,2,4,9,,,,,,,,,
1,5,9/25/2014,4,4,3,1,3,9,,,,,,,,,
1,6,9/26/2014,4,4,3,2,5,9.5,,,,,,,,,
1,7,9/27/2014,5,4,3,1,5,9,,,,,,,,,
1,1,9/28/2014,5,4,3,5,5,9,,,,,,,,,
1,2,9/29/2014,4,4,3,2,4,10,,,,,,,,,
1,3,9/30/2014,5,4,3,4,5,7,,,,,,,,,
1,4,10/1/2014,4,4,3,1,4,8,,,,,,,,,
1,5,10/2/2014,4,4,3,3,5,8,,,,,,,,,
1,6,10/3/2014,5,5,4,3,5,8,,,,,,,,,
1,7,10/4/2014,4,3,3,1,4,7,,,,,,,,,
1,1,10/5/2014,4,4,3,4,5,7,,,,,,,,,
1,2,10/6/2014,4,5,4,3,4,9.5,,,,,,,,,
1,3,10/7/2014,4,4,2,3,5,8,,,,,,,,,
1,5,10/9/2014,5,4,3,5,5,10,,,,,,,,,
1,6,10/10/2014,4,4,3,2,4,8,,,,,,,,,
1,7,10/11/2014,5,4,3,4,4,10,,,,,,,,,
1,1,10/12/2014,5,4,3,5,5,9,,,,,,,,,
1,2,10/13/2014,4,4,3,5,5,10,,,,,,,,,
1,3,10/14/2014,4,4,3,3,4,8,,,,,,,,,
1,6,10/17/2014,4,4,3,3,5,9,,,,,,,,,
1,7,10/18/2014,4,4,4,3,5,8,,,,,,,,,
1,1,10/19/2014,4,4,3,2,5,9,,,,,,,,,
1,2,10/20/2014,4,4,3,4,5,9,,,,,,,,,
1,3,10/21/2014,3,4,4,3,4,7,,,,,,,,,
1,4,10/22/2014,4,4,3,3,5,9,,,,,,,,,
1,5,10/23/2014,4,3,3,3,4,10,,,,,,,,,
1,6,10/24/2014,5,3,3,2,5,10,,,,,,,,,
1,7,10/25/2014,3,3,3,3,4,7,,,,,,,,,
1,1,10/26/2014,4,3,3,2,5,9,,,,,,,,,
1,2,10/27/2014,4,3,3,3,3,8,,,,,,,,,
1,3,10/28/2014,5,4,3,3,5,8,,,,,,,,,
1,4,10/29/2014,3,3,3,2,4,8,,,,,,,,,
1,5,10/30/2014,3,2,3,3,5,7,,,,,,,,,
1,6,10/31/2014,4,3,3,2,5,9,,,,,,,,,
1,7,11/1/2014,4,3,3,4,5,9,,,,,,,,,
1,1,11/2/2014,3,4,3,5,5,9,,,,,,,,,
1,2,11/3/2014,3,3,3,3,5,8,,,,,,,,,
1,3,11/4/2014,2,2,3,2,3,6,,,,,,,,,
1,4,11/5/2014,3,4,2,2,5,9,,,,,,,,,
1,5,11/6/2014,4,4,3,3,4,9,,,,,,,,,
1,6,11/7/2014,5,5,4,1,4,10,,,,,,,,,
1,1,11/9/2014,4,4,3,2,4,9,,,,,,,,,
1,2,11/10/2014,5,5,3,4,5,12,,,,,,,,,
1,3,11/11/2014,4,4,3,4,5,9,,,,,,,,,
1,4,11/12/2014,3,3,3,3,4,9,,,,,,,,,
